"","property_name","city_class","room_types","image_count","property_type","service_value","Accept_Rate","Response_time","amenities_cnt","description_cnt","rm_price","similar_hotel_cnt","Kids","Adults","room_type_cat","city_class_cat"
"257","Hotel Krishna Lodge","Urban","Double Non AC",25,"5","0",100,6,6,2,445,7,"2","2",15,4
"258","The Thengal Manor","Urban","Cottage",1,"3","0",100,6,3,105,7786,3,"2","1",12,4
"259","CrashPad Hostotels","Metropolitan","Single AC",18,"3","0",100,6,2,115,1076,16,"2","1",17,1
"260","Lotus Guest House","Metropolitan","Double Non AC",5,"4","0",100,6,2,121,578,4,"2","2",15,1
"261","Mayal Paradise Homestay","Rural","Double Non AC",13,"2","0",100,6,2,16,2362,2,"1","2",15,2
"262","Hotel Punit","Urban","Double Non AC",32,"3","0",100,6,4,150,1269,2,"2","2",15,4
"263","Hotel Himadari","Urban","3 Bedded Non AC",4,"3","0",100,6,2,155,1584,3,"2","3",4,4
"264","Teesta Paryatak","Urban","Double Non AC",53,"3","0",0,0,6,121,950,2,"2","2",15,4
"265","Hotel Om Hari Residency","Urban","Double Non AC",29,"3","0",100,6,2,132,1112,10,"2","2",15,4
"266","Lehar Villa","Metropolitan","Double AC",6,"8","1",100,6,2,134,7112,2,"2","2",14,1
"267","Paris International Guest House","Urban","Single Non AC",1,"4","0",100,16,2,85,555,2,"1","1",18,4
"268","Hotel Geostays Classic","Metropolitan","Single AC",0,"3","0",100,6,2,2,1667,11,"2","1",17,1
"269","Pushp Guest House","Metropolitan","Double Non AC",6,"4","0",100,6,2,2,802,13,"2","2",15,1
"270","Upendra Residency","Urban","Single Non AC",7,"3","0",75,1,2,115,390,2,"1","1",18,4
"271","Hotel Pride Inn","Urban","Double Non AC",9,"3","0",100,6,2,147,528,9,"2","2",15,4
"272","Hotel Mithilesh","Urban","Single Non AC",0,"3","0",100,6,2,2,500,2,"1","1",18,4
"273","KuKu Family Home Stay","Metropolitan","Double Non AC",16,"3","1",100,6,2,124,793,2,"2","2",15,1
"274","Hotel Rupasi Bangla","Rural","Double Non AC",0,"3","0",100,6,2,173,750,9,"2","2",15,2
"275","Phurba Homestay","Rural","Double Non AC",10,"2","0",100,6,2,22,2267,2,"1","2",15,2
"276","Hotel Keshwaras Residency","Urban","Double AC",5,"3","0",50,1,2,147,1676,2,"2","2",14,4
"277","Yes Stays Safderjung Enclave","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,6000,14,"2","2",15,1
"278","Tivoli Habitat Centre","Urban","Single AC",2,"3","0",0,0,6,96,1700,13,"2","0",17,4
"279","Ashok Service Apartment 3BHK","Metropolitan","3 BHK",0,"1","1",100,6,2,2,2223,2,"2","2",5,1
"280","Hotel SK Premium Park","Metropolitan","Single Non AC",7,"3","0",100,6,7,141,3000,12,"2","1",18,1
"281","Hotel Grand Radiance","Metropolitan","Double Non AC",2,"3","0",100,6,2,2,1067,17,"2","2",15,1
"282","Hotel Majestic","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,2778,2,"2","2",15,1
"283","VM Residency","Metropolitan","Double AC",15,"3","0",100,6,4,96,2000,11,"2","2",14,1
"284","Akola Garh Resort","Urban","Double AC",6,"6","0",100,24,7,126,2223,2,"2","2",14,4
"285","The Umrao Hotel And Resorts Pvt Ltd","Metropolitan","Double AC",6,"6","0",100,6,12,2,5556,17,"2","2",14,1
"286","Bidhuri House","Metropolitan","Double Non AC",1,"4","1",100,6,2,30,1067,2,"0","2",15,1
"287","Olive Service Apartment Defence Colony A-454A","Metropolitan","1 BHK",0,"1","1",100,6,2,2,3889,2,"2","2",1,1
"288","Ashok Ji Niwas","Urban","Double Non AC",4,"3","0",100,6,3,28,945,7,"1","2",15,4
"289","Hotel Geethu International","Rural","Double AC",2,"3","0",100,6,2,133,2334,2,"2","2",14,2
"290","Yes Stays Near M Block GK 1","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,5760,13,"2","2",15,1
"291","Shyam palace guest house","Metropolitan","Double Non AC",0,"4","0",100,6,2,34,945,15,"0","2",15,1
"292","Olive Service Apartment Defence Colony A-448B","Metropolitan","2 BHK",0,"1","1",100,6,2,2,7223,2,"2","4",3,1
"293","Devyani Lodge Bed n Breakfast","Metropolitan","Double AC",0,"5","1",100,6,5,23,2667,10,"0","2",14,1
"294","Luxury Service Apartment 3","Metropolitan","3 BHK",0,"1","1",100,6,2,18,10389,4,"0","2",5,1
"295","Flourish Inn Bed n Breakfast","Metropolitan","Double Non AC",0,"3","0",100,6,3,27,2362,8,"0","2",15,1
"296","La Promenade Hotel","Metropolitan","Double Non AC",5,"3","0",100,6,2,86,3056,7,"2","2",15,1
"297","Lords Inn","Metropolitan","Single AC",3,"3","0",100,6,8,108,2556,10,"1","1",17,1
"298","Hotel Accent","Urban","Double Non AC",7,"3","0",0,0,2,2,826,13,"2","2",15,4
"299","Hotel Nandan Palace","Urban","Single AC",5,"3","0",100,6,5,141,1867,10,"2","1",17,4
"300","Bhatia Paying Guest","Metropolitan","Single Non AC",3,"3","1",100,6,2,29,8500,2,"0","1",18,1
"301","Hotel Oscar","Metropolitan","Single AC",5,"3","0",100,6,7,127,2892,9,"1","1",17,1
"302","Balaji House","Metropolitan","Double Non AC",1,"4","0",100,6,2,26,1228,2,"0","2",15,1
"303","Little elephant beach resort","Metropolitan","4 Bedded Non AC",17,"6","0",100,6,9,6,3334,11,"2","4",7,1
"304","Incredible Home India","Urban","Cottage",0,"3","0",100,6,7,144,1667,10,"2","2",12,4
"305","Olive service Apartment Pancha Sheel","Metropolitan","3 BHK",0,"1","1",100,6,2,2,10000,2,"2","6",5,1
"306","Hotel Lavish Inn","Metropolitan","Double Non AC",3,"3","0",100,6,2,2,3306,2,"2","2",15,1
"307","Hotel Highway Crown","Metropolitan","One Day Use",5,"3","0",100,6,5,88,1556,13,"2","1",16,1
"308","The Abodes Guest House","Urban","Double Non AC",9,"4","0",100,6,11,94,2173,10,"2","2",15,4
"309","Dunag Springs","Metropolitan","1 BHK",0,"3","0",100,6,2,2,1050,2,"2","1",1,1
"310","Nitin Palace","Metropolitan","Double Non AC",0,"3","0",100,6,2,32,1417,11,"0","2",15,1
"311","Hotel Jewel Palace","Metropolitan","One Day Use",16,"3","0",100,6,5,250,1624,15,"2","1",16,1
"312","Patrick Villa Beach Resort","Metropolitan","Double Non AC",1,"8","1",100,6,2,2,778,2,"2","2",15,1
"313","DHRITIKUNJA first","Metropolitan","Double Non AC",0,"3","0",100,6,4,2,2362,13,"0","2",15,1
"314","Yes Stays C Block GK 1","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,5280,2,"2","2",15,1
"315","Hotel Chetak","Urban","One Day Use",5,"3","0",100,6,3,145,519,11,"2","1",16,4
"316","Lake View Villa","Metropolitan","6 Bedded AC",2,"8","1",100,6,2,148,7500,2,"2","6",10,1
"317","Hotel Kirti Plaza","Urban","Double AC",0,"3","0",100,10,2,89,889,10,"2","2",14,4
"318","Stay Mid Way Guest House","Urban","Double AC",0,"4","0",100,6,3,78,2223,6,"2","2",14,4
"319","Yes Stays Africa Avenue Road","Metropolitan","Single Non AC",0,"3","0",100,6,2,2,6000,14,"2","1",18,1
"320","Country Inn Delhi Saket","Metropolitan","Single AC",12,"3","0",100,6,10,81,4445,13,"2","1",17,1
"321","V Y Lodging 3","Metropolitan","Suite",0,"3","0",100,6,2,26,8889,11,"0","2",19,1
"322","Athena By PI Hotels","Metropolitan","Single Non AC",5,"3","0",100,6,2,2,5555,13,"2","1",18,1
"323","Hotel Aura","Metropolitan","Single AC",7,"3","0",100,6,2,144,1850,10,"2","1",17,1
"324","Hotel Regent Continental","Metropolitan","Double Non AC",10,"3","0",100,6,2,109,3528,12,"2","2",15,1
"325","Asha Homestay","Urban","Double Non AC",6,"2","1",100,6,2,36,662,4,"1","2",15,4
"326","Hotel Shree Ram Palace","Urban","Double Non AC",5,"3","0",100,6,3,123,600,11,"2","2",15,4
"327","Bhavya Palace Inn","Rural","Double Non AC",4,"3","0",100,6,4,2,612,2,"2","2",15,2
"328","Hotel Chirag Residency","Metropolitan","Single AC",16,"3","0",100,6,9,97,3855,14,"2","1",17,1
"329","Sibling Revelry Delhi","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,1075,10,"2","0",15,1
"330","Mehras Paying Guest","Metropolitan","Double Non AC",0,"3","0",100,6,2,22,1778,2,"0","1",15,1
"331","Hotel Crown Continental","Metropolitan","Double Non AC",8,"3","0",100,6,4,120,1329,12,"2","2",15,1
"332","P.K Service Apartment Sector 93","Urban","2 BHK",0,"1","0",100,6,4,126,71614,2,"2","4",3,4
"333","Yes Stays Sri Arvindo Marg","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,6720,14,"2","2",15,1
"334","Shubham Palace","Metropolitan","Double Non AC",1,"3","0",100,6,2,27,1134,2,"0","2",15,1
"335","Hotel Indira International Inn","Metropolitan","Double AC",11,"3","0",100,6,7,136,1956,10,"2","2",14,1
"336","Aradhana Hotel and Complex","Urban","Double AC",22,"3","0",100,6,2,117,1584,2,"2","2",14,4
"337","Hotel Maya Inn","Urban","Single AC",0,"3","0",100,6,2,121,1889,12,"2","1",17,4
"338","Hotel The Stellar Gymkhana","Urban","Double Non AC",0,"3","0",100,6,2,136,5858,2,"2","2",15,4
"339","Solo Victoria","Metropolitan","Single Non AC",11,"3","0",100,6,7,413,3082,11,"2","2",18,1
"340","Sri NA Residency","Metropolitan","Double Non AC",7,"3","0",100,24,2,108,1113,11,"2","2",15,1
"341","Rainbow Residency","Metropolitan","Single Non AC",12,"3","0",100,6,4,12,3334,10,"0","1",18,1
"342","Ganesh Guest House","Urban","Double Non AC",13,"4","0",100,6,5,2,700,2,"2","2",15,4
"343","Gokulam Homestay","Rural","Double Non AC",2,"2","1",100,6,2,167,1600,12,"2","2",15,2
"344","Vandana Homestay","Urban","Double Non AC",8,"2","1",100,6,3,14,945,8,"1","2",15,4
"345","Mishra ji Guest house","Metropolitan","Double Non AC",0,"4","0",100,6,2,26,756,2,"0","2",15,1
"346","Om Palace","Metropolitan","Double Non AC",2,"3","0",100,6,2,25,1134,2,"0","2",15,1
"347","Sri Murugan Residency","Metropolitan","Single Non AC",0,"3","0",100,6,2,115,2656,14,"2","1",18,1
"348","Thirty Three - Boutique Hotel","Metropolitan","One Day Use",12,"3","0",100,6,4,132,2778,2,"2","1",16,1
"349","Baba Guest House","Metropolitan","Double Non AC",1,"4","0",100,6,2,37,1889,10,"0","2",15,1
"350","Hotel Ashoka Palace","Metropolitan","One Day Use",3,"3","0",100,6,6,144,3334,13,"2","1",16,1
"351","Hotel Oakland","Metropolitan","Single AC",5,"3","0",100,6,4,120,2667,10,"2","1",17,1
"352","Homestay","Urban","Double Non AC",6,"2","0",100,6,3,12,945,9,"1","2",15,4
"353","Hotel Bellvue","Metropolitan","Single AC",10,"3","0",100,6,6,140,4216,15,"2","1",17,1
"354","J S Inn","Metropolitan","Single AC",4,"3","0",100,6,4,104,5219,10,"2","1",17,1
"355","Challenger Residency Service Apartment","Metropolitan","5 Bedded Non AC",44,"1","0",100,6,3,136,7247,2,"2","5",9,1
"356","Hotel Waterfall","Metropolitan","Double AC",10,"3","0",100,6,7,145,4178,16,"2","2",14,1
"357","Shri Sai Nath Guest House(AS)","Urban","Single Non AC",5,"4","0",100,6,2,2,278,2,"2","1",18,4
"358","Hotel Airport Land","Metropolitan","Double AC",3,"3","0",100,6,2,130,1334,11,"2","2",14,1
"359","Luxury Service Apartment","Metropolitan","Double Non AC",0,"1","1",100,6,6,26,1889,13,"0","2",15,1
"360","Hotel Ratan Palace","Urban","Double AC",4,"3","0",100,6,5,134,1556,2,"2","2",14,4
"361","Fortune Park DJ Avenue-Ghitorni","Metropolitan","Single AC",8,"3","0",100,6,8,135,6969,11,"2","1",17,1
"362","V Y Lodging","Metropolitan","Suite",0,"3","0",100,6,2,21,8889,12,"0","2",19,1
"363","Country Inn And Suites Satbari","Metropolitan","Double AC",10,"3","0",100,6,10,65,4334,15,"2","2",14,1
"364","Ahuja Paying Guest","Metropolitan","Single Non AC",2,"3","1",100,6,2,26,8500,2,"0","1",18,1
"365","Hotel Sri Nanak Continental","Metropolitan","Double Non AC",20,"3","0",100,6,6,144,1983,11,"2","2",15,1
"366","Hotel Sri Krishna Palace","Metropolitan","Single AC",6,"3","0",100,18,6,115,1467,11,"2","1",17,1
"367","Gopal Home","Urban","Double Non AC",5,"3","0",100,6,2,21,945,8,"0","2",15,4
"368","Madonna Hotel","Metropolitan","Double AC",5,"3","0",100,6,7,113,2362,13,"2","1",14,1
"369","Millenium Residency","Metropolitan","Double AC",8,"3","0",100,6,2,101,1667,13,"2","2",14,1
"370","Anchal Guest House","Metropolitan","Double Non AC",1,"4","0",100,6,3,103,800,2,"2","2",15,1
"371","Kalra Paying Guest - East of Kailash","Metropolitan","Double Non AC",2,"3","0",100,6,3,33,872,15,"2","2",15,1
"372","Airport Hotel Grand","Metropolitan","Double Non AC",4,"3","0",100,6,8,2,3328,10,"2","2",15,1
"373","Gulzar Hotel","Metropolitan","Single Non AC",6,"3","0",100,6,2,2,445,11,"1","1",18,1
"374","Ratan Palace Hotel","Urban","Double Non AC",0,"3","0",100,6,2,120,667,2,"2","2",15,4
"375","Hotel Shivam Fort View","Urban","One Day Use",30,"3","0",100,6,6,140,867,10,"2","2",16,4
"376","Anithas Garden Stay","Metropolitan","Double AC",9,"3","0",100,6,7,7,2393,2,"1","2",14,1
"377","Chandu Inn","Metropolitan","Double Non AC",0,"3","0",100,6,2,32,662,2,"0","2",15,1
"378","Chitrakoot Resorts and Restaurant","Urban","Double AC",9,"6","0",100,6,2,146,1334,2,"2","2",14,4
"379","Sachdeva Paying Guest","Metropolitan","Single Non AC",0,"3","0",100,6,2,25,1778,2,"0","1",18,1
"380","Hotel Rangoli Dx Guest House","Metropolitan","Double Non AC",0,"4","0",100,6,2,2,667,2,"2","2",15,1
"381","Olive Service Apartment Defence Colony A- 449A","Metropolitan","1 BHK",0,"1","1",100,6,2,2,5067,2,"2","2",1,1
"382","Dhadheech Homestay","Urban","Double Non AC",6,"2","0",100,6,2,15,567,2,"1","2",15,4
"383","Hotel Meera","Urban","Double Non AC",16,"3","0",100,1,9,141,986,8,"2","2",15,4
"384","Over The Hill","Metropolitan","Double Non AC",6,"3","0",100,6,4,131,4033,2,"2","2",15,1
"385","Hira Palace","Metropolitan","Double Non AC",0,"3","0",100,6,2,36,1417,11,"0","2",15,1
"386","JYIC Divine Retreat","Urban","Double AC",4,"3","0",100,6,4,104,3812,16,"2","2",14,4
"387","Hotel Royal Mirage","Metropolitan","Double AC",10,"3","0",100,6,7,143,3425,12,"2","2",14,1
"388","Poovar Island Resort","Metropolitan","Cottage",3,"6","0",100,6,9,111,8832,2,"2","2",12,1
"389","Hotel Formule One","Urban","Double AC",8,"3","0",100,6,6,141,3332,15,"2","2",14,4
"390","Devyani Lodge","Metropolitan","Double AC",0,"5","0",100,6,4,2,3556,11,"0","2",14,1
"391","Hotel Ruchika","Urban","Double Non AC",4,"3","0",100,6,7,2,898,10,"2","2",15,4
"392","Anand Apartment","Urban","Double Non AC",4,"1","0",100,6,4,5,378,2,"1","2",15,4
"393","Hotel Sheetal Resort & Midway","Urban","Single AC",0,"6","0",100,6,5,2,1600,2,"2","1",17,4
"394","Koo House","Urban","Double AC",0,"4","0",100,6,2,95,3400,2,"2","2",14,4
"395","Hotel Good Luck","Metropolitan","Double Non AC",16,"3","0",100,6,14,73,1023,12,"2","2",15,1
"396","Hotel Amaltash International","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,5485,12,"2","2",15,1
"397","Isola Di Cocco Ayurvedic Resort","Metropolitan","Double Non AC",12,"6","0",100,6,2,157,3556,3,"2","2",15,1
"398","Petal Guest House","Metropolitan","Double Non AC",2,"4","0",100,6,2,25,1417,10,"0","2",15,1
"399","Hotel Ambika","Urban","Single Non AC",0,"3","0",100,6,2,2,700,2,"2","1",18,4
"400","Delight Inn","Metropolitan","Double Non AC",8,"3","0",100,6,2,103,1778,11,"2","2",15,1
"401","Hotel Sri Balajee","Urban","Double Non AC",4,"3","0",100,6,5,62,445,2,"2","2",15,4
"402","Jetley Paying Guest","Metropolitan","Single Non AC",3,"3","0",100,6,2,28,1889,2,"0","1",18,1
"403","Galaxy AC rooms","Metropolitan","Single Non AC",0,"3","0",100,6,6,2,2778,13,"2","1",18,1
"404","Hotel Chopal","Urban","Double Non AC",0,"3","0",100,6,4,137,545,2,"2","2",15,4
"405","Hotel Pandit","Urban","One Day Use",25,"3","0",100,6,4,142,889,12,"2","1",16,4
"406","(*)Hotel Satkar","Urban","Double Non AC",5,"3","0",100,6,2,2,1000,4,"2","2",15,4
"407","Dhritikunja Third","Metropolitan","Double Non AC",0,"3","1",100,6,4,28,2362,13,"0","2",15,1
"408","(*)Shree Ji Hotel","Urban","Single AC",14,"3","0",100,6,2,89,1778,12,"2","1",17,4
"409","Hotel Grand Sea","Metropolitan","Double AC",7,"3","0",100,6,5,2,2000,12,"2","2",14,1
"410","Hotel Le Grand","Metropolitan","Single AC",5,"3","0",100,6,4,2,2298,12,"2","1",17,1
"411","Pamposh Bed n Breakfast","Metropolitan","Double Non AC",0,"3","0",100,6,4,27,3778,10,"0","2",15,1
"412","Gokulam Park","Metropolitan","Single Non AC",104,"3","0",100,6,4,175,4379,2,"2","1",18,1
"413","Hotel Te","Metropolitan","One Day Use",7,"3","0",100,6,8,139,3500,13,"2","1",16,1
"414","Olive Service Apartment Greater Kailash2 A2- 2A","Metropolitan","1 BHK",0,"1","1",100,6,2,2,4445,2,"2","2",1,1
"415","V Y Lodging 1","Metropolitan","Cottage",0,"3","0",100,6,2,25,8889,11,"0","2",12,1
"416","Dhritikunja Second","Metropolitan","Double Non AC",0,"3","1",100,6,4,31,2362,13,"0","2",15,1
"417","Yes Stays Karol Bagh","Metropolitan","Double Non AC",0,"3","0",100,6,2,2,2640,10,"2","2",15,1
"418","Neelgagan Guest House","Metropolitan","Double AC",0,"4","0",100,6,4,2,1629,10,"2","2",14,1
"419","Hotel Metro City","Metropolitan","Double Non AC",11,"3","0",100,6,6,137,1067,11,"2","2",15,1
"420","Archana Homestay","Urban","Double Non AC",5,"2","0",100,6,3,26,662,4,"1","2",15,4
"421","Javitri Residency","Metropolitan","Double Non AC",1,"3","0",100,6,2,24,1417,10,"0","2",15,1
"422","Karan Guest House","Metropolitan","Double Non AC",1,"4","0",100,6,2,19,1417,10,"0","2",15,1
"423","Deluxe Otani Hotel Inn","Metropolitan","Double AC",11,"3","0",100,6,4,2,1667,13,"2","2",14,1
